id,message,original,genre,event,split,target_label,clean_text,text_length,word_count
4183,"I WOULD BE HAPPY BECAUSE EVEN COROSSOL JUICE,THE DOMINICANS CAME WITH ",Mwen ta bye kontan paske men m ji kowosl repiblik Dominiken yo pot,direct,haiti_earthquake,training,Irrelevant,"i would be happy because even corossol juice,the dominicans came with",69,11
4184,To every one who sell things they had before the earthquake really expansive ,ak tout lot moun kap fe mache nwa ak pwodwi yo te genyen deja anvan katastwof la.,direct,haiti_earthquake,training,Situational Awareness,to every one who sell things they had before the earthquake really expansive,76,13
4185,"They have to arrest the people that are selling the aid, they have to arrest the people that are giving the aid to their friends, while the people who are the real victims, do not find that aid. Together ","Yo dwe arete tout moun kap vanm d yo, e yo dwe arete tou moun ki ap bay d yo tou ak ti zanmi yo pandan moun ki viktim vwman yo pa jwenn ed la. Ansanm",direct,haiti_earthquake,training,Situational Awareness,"they have to arrest the people that are selling the aid, they have to arrest the people that are giving the aid to their friends, while the people who are the real victims, do not find that aid. together",203,39
4187,"Why is it that in the Solino neighborhood the government never brings any aid to the disaster victims with the assistance of the police? If not that, the people around here (unclear) lice, would like everything, thanks in advance. ",poukisa nan pa solino gouvenman pa janm pote ed bay moun ki sinitre yo ak tout konkou lapolis. si se pasa ng korid karang ap val tout mesi davans,direct,haiti_earthquake,training,Resource Requests,"why is it that in the solino neighborhood the government never brings any aid to the disaster victims with the assistance of the police? if not that, the people around here unclear lice, would like everything, thanks in advance.",228,39
4190,people in Leogane or ?(Gonaive?) thank you for good service given to Population Haitian ,onsab an v moun lagonav mesi pou bon sevis sa nap bay avek popilasyon ayitionn,direct,haiti_earthquake,training,Situational Awareness,people in leogane or ? gonaive? thank you for good service given to population haitian,86,15
4191,"we are in la gonave they gave help but by anse a galet the people did not find anything to eat ,we ask the authorities to be concern about it ",nou nan lagonav te gen yon vale ed kite tonbe nan meri ansagala pap gonavin nan pa jwenn anyen la dan yo nou mande avek otorite konsne yo pran rep,direct,haiti_earthquake,training,Resource Requests,"we are in la gonave they gave help but by anse a galet the people did not find anything to eat ,we ask the authorities to be concern about it",141,30
4192,"We have no government anymore please allow the American or Canadians to govern haiti so we may live, thanks ",gouvelman pa ekziste anko paske nou pa ka digiri peyi a bay blan amerikyan e blan Franse peyi e kanadyen pou n ka viv byen mesi,direct,haiti_earthquake,training,Situational Awareness,"we have no government anymore please allow the american or canadians to govern haiti so we may live, thanks",107,19
4194,I am a victim and I would like for Voila to give me aid or a job ,"MWEN SE YON VIKTIM SEYIS LA, MWEN TA RENMEN POU VWALA BANM ED OUBYEN TRAVAY.",direct,haiti_earthquake,training,Situational Awareness,i am a victim and i would like for voila to give me aid or a job,64,17
4195,"In Decayette we found baby wipes, thanks a lot. But we did not find any rice, SOS ",Moun dekayt te jwenn svyt pou ti bebe jiska 6 mwa mesi anpil. men nan kesyon diri a nou pa jwenn anyen sos.,direct,haiti_earthquake,training,Resource Requests,"in decayette we found baby wipes, thanks a lot. but we did not find any rice, sos",81,17
4196,I would like to go in Africa. What is the process? ,mwen ta renmen ale an afrik! koman pwosesis la ye?,direct,haiti_earthquake,training,Irrelevant,i would like to go in africa. what is the process?,50,11
4197,Do we really have a governent? ,Eske gen gouvenman nan peyia vre?,direct,haiti_earthquake,training,Irrelevant,do we really have a governent?,30,6
4200,"In the United States, if somebody doesn't work, this person is on wellfare so that he/she can eat and have some money. In Haiti, they let those who don't work die in misery. ",Etazini li yon moun pap travay yo mete wlf pou manje ak yon ti kras kob ayiti yo plis kontan pou sa pap travay yo mouri nan miz,direct,haiti_earthquake,training,Irrelevant,"in the united states, if somebody doesn't work, this person is on wellfare so that he she can eat and have some money. in haiti, they let those who don't work die in misery.",173,34
4201,The government need to change the way that help is giving ,e kap fe sa fok gouvenman mete lod nan ed,direct,haiti_earthquake,training,Irrelevant,the government need to change the way that help is giving,57,11
4202,"They are lucky, they found so much that they are selling. As for me the thing that they call help didn't reach me at all. ",Yo gen chans yo tlman jwen yap vann. mwen memn sak rl d la pa pase bo lakay mwen ditou.,direct,haiti_earthquake,training,Irrelevant,"they are lucky, they found so much that they are selling. as for me the thing that they call help didn't reach me at all.",121,25
4203,"WE ARE HUNGRY ,WE NEED FOOD RIGHT NOW WE ARE EIN RUE ALIX ROI ,IMPASSE CHAMPAGNE ",Nou bezywen manje kile nap vini. alix roi impas champagne,direct,haiti_earthquake,training,Resource Requests,"we are hungry ,we need food right now we are ein rue alix roi ,impasse champagne",80,16
4204,I need a job at the Digicel company. What criteria do I have to meet to be able to apply for a job at Digicel? ,Mwen bezwen yon djob nan konpayi Digicel. ki kriti pou yon moun jwenn travay nan Digicel?,direct,haiti_earthquake,training,Irrelevant,i need a job at the digicel company. what criteria do i have to meet to be able to apply for a job at digicel?,110,25
4205,requesting power and financial support for victims in La roche ,"VID. EDE NOU JWEN ED ALIMANTE AK FINANSYE POU EDE VIKTIM SA YO. ADRESS NOU SE 2EME SEKSYON KOMIN KANPEREN, LOKALITE LAROCH.",direct,haiti_earthquake,training,Resource Requests,requesting power and financial support for victims in la roche,62,10
4206,Thank you for giving me a lot of information. At Gressier every thing is very expansive. ,Mwen di nou mesi pou anpil enfomasyon nou ban mwen. nan mache gresye a tout pwodwi premye nesesite monte tet ng,direct,haiti_earthquake,training,Irrelevant,thank you for giving me a lot of information. at gressier every thing is very expansive.,88,16
4207,"THE ADVICEE I GIVE TO THE GOVERNEMNT THEY HAVE TO DO MORE FOR THE DISTRIBUTION OF FOOD AND FIND PEOPLE WHO ARE WOUNDED FAST,THY HAVE TO MAKE A DECISION FAST ",M konsey map bay gouvenman an se pou l angaje l plis nan distribisyon manje a pou l ka jwenn moun ki viktim yo nan kpital la fok gen desizyon pran kont m,direct,haiti_earthquake,training,Situational Awareness,"the advicee i give to the governemnt they have to do more for the distribution of food and find people who are wounded fast,thy have to make a decision fast",156,30
4210,"I am Hungry, I need food to survive,please bring food ",mwengrangoumwenbezwenedpou viv mwen pa jwenn manje voye manje mwen,direct,haiti_earthquake,training,Resource Requests,"i am hungry, i need food to survive,please bring food",53,10
4211,You need to Block people disnonest who take assistance in the name of the victims. ,Nou dwe bloke ng ki fe ti komite makoklen pou pran ed sou non viktim yo. Sa a se zak malont!,direct,haiti_earthquake,training,Irrelevant,you need to block people disnonest who take assistance in the name of the victims.,82,15
4212,I need your help regarding the trouble which has occurred. I am waiting. ,Je veux votre aide en consernant les degats qui etait pass j atten,direct,haiti_earthquake,training,Irrelevant,i need your help regarding the trouble which has occurred. i am waiting.,72,13
4213,WE NEED DECENTRALISATION DECONCENTRATION FROM THE BIG CITIES ,"vle ki pou fet nan peyi a : desantralizasyon, dekonsantrasyon. se",direct,haiti_earthquake,training,Irrelevant,we need decentralisation deconcentration from the big cities,60,8
4214,"I'm asking this government, if he is really working for the population. ","Map mande gouvenman sa a, sil ap travay pou pap vre. Men kisa l",direct,haiti_earthquake,training,Irrelevant,"i'm asking this government, if he is really working for the population.",71,12
4215,Please give me some information on how to proceed to be able to go to Africa. ,s. v. p mwen ta renmen gen enfomasyon sou pwosesis poum ale an afrik la.,direct,haiti_earthquake,training,Irrelevant,please give me some information on how to proceed to be able to go to africa.,77,16
4216,How come you never write back after i have text to you ,EJA NOU PAJAN VOYE DI M ANYEN MEN EKRI NOU PA EKRI NOU.,direct,haiti_earthquake,training,Irrelevant,how come you never write back after i have text to you,54,12
4217,It is easy to find a job Right now? ,ske l fasil pou moun jwenn yon anplwa nan moman saa yo,direct,haiti_earthquake,training,Irrelevant,it is easy to find a job right now?,35,9
4221,Is the the hospital in Delmas that is working? ,Eske se lopital delma ki mache.,direct,haiti_earthquake,training,Situational Awareness,is the the hospital in delmas that is working?,46,9
4222,People in the government are taking food from aid to sell in the markets. ,Si tou pou ng nan gouvneman yo kap antre nan sonapi al pran manje yo pou ka vann nan mache yo. fe mesaj la pase pou mwen mesi,direct,haiti_earthquake,training,Irrelevant,people in the government are taking food from aid to sell in the markets.,73,14
4223,I need a Job. Please tell me where I have to go to get a job and help my family which is in great need. Please. ,Mwen bezwen yon dyob di m kikote m ka ale pou m ka ede fanmi m ki nan bezwen tanpri souple.,direct,haiti_earthquake,training,Irrelevant,i need a job. please tell me where i have to go to get a job and help my family which is in great need. please.,111,26
4224,Alpha comity who's located at Nerettes with 879 family need foods and tentes.Please we need help ,komite alpha ki chita nan neret gen 879 fanmi ki gen pwoblem nouriti ak kouveti pou kote yo yea,direct,haiti_earthquake,training,Resource Requests,alpha comity who's located at nerettes with 879 family need foods and tentes.please we need help,96,16
4225,Send the red cross - there is a little kid who fell into the toilet of the Pea House in Cite Militaire ,Pase nouvel pou mwen bay la kwa wouj gen yon ti moun ki tonbe nan twalut kay pa nan site militi,direct,haiti_earthquake,training,Resource Requests,send the red cross - there is a little kid who fell into the toilet of the pea house in cite militaire,102,22
4226,ARE THE PEOPLE WHO LEFT TO THE COUNTRY SIDE WILL NOT BE ABLE TO RETURN? ,Eske se moun ki ale andeye pou pou seyism lan pap ka retounen,direct,haiti_earthquake,training,Irrelevant,are the people who left to the country side will not be able to return?,71,15
4230,Hello Radio One ! I see people selling things providing by international organisation. ,"Alo radio one, mwen w don entenasyonal yo ap plede vann nan lari a",direct,haiti_earthquake,training,Situational Awareness,hello radio one ! i see people selling things providing by international organisation.,86,13
4231,I ASK IF THE HOSPITAL ST MICHEL IS STILL WORKING ,Eske lopital st michel la tou fonsyonne,direct,haiti_earthquake,training,Irrelevant,i ask if the hospital st michel is still working,48,10
